person_id,person_name,birth_year,death_year,gender
,Mani Neumann,1958,,M
,Manolo Royo,1951,,M
,Manolo Sanlúcar,1943,2022,M
,Manolo Solo,1964,,M
 ,Manon Ott,1982,,F
,Manuel Bandera,1960,,M
,Manuel de Blas,1941,,M
,Manuel Galiana,1941,,M
,Manuel Garí,,,M
,Manuel Gómez Pereira,1958,,M
,Manuel Gutiérrez Aragón,1942,,M
,Manuel Hidalgo,1953,,M
,Manuel Lourenzo,1943,,M
,Manuel Manquiña,1953,,M
,Manuel Martínez Velasco,1976,,M
,Manuel Menchón,1977,,M
 ,Manuel Morón,1956,,M
,Manuel Pizarro,1951,,M
,"Manuel Tajes ""O Rubio de Camelles""",,,M
,Manuel Tallafé,1963,,M
,Manuel Vicente,1955,,M
,Manuel Vilas,1962,,M
,Manuel Zarzo,1932,,M
,Manuela Carmena,1944,,F
,Manuela Hărăbor,1968,,F
,Manuela Kozany,1960,,F
,Manuela Mena,1949,,F
,Manuela Pedraza,,,F
,Manzar Sebhai,1950,,M
,Mar Targarona,1953,,F
,Mara Ballestero,1943,,F
,Mara Eibl-Eibesfeldt,1980,,F
 ,Marc Andreoni,1961,,M
 ,Marc Barbé,1961,,M
 ,Marc Berman,,,M
 ,Marc Betton,1945,,M
 ,Marc Bielli,,,M
 ,Marc Brunet,1952,,M
 ,Marc Collin,1968,,M
,Marc Crehuet,1978,,M
,Marc Danbury,1963,,M
 ,Marc di Domenico,1963,,M
,Marc Dietschreit,1975,,M
 ,Marc Dubois,,,M
 ,Marc Dugain,1957,,M
,Marc Duret,1967,,M
,Marc Fehse,,,M
 ,Marc Susini,1957,,M
,Marc Vigil,1975,,M
,Marc-Uwe Kling,1982,,M
,Marcel Barrena,1981,,M
 ,Marcel Bluwal,1925,,M
,Marcel Iureș,1951,,M
,Marcel Mettelsiefen,1978,,M
 ,Marceline Loridan-Ivens,1928,,F
 ,Marcello Cesena,1956,,M
 ,Marcello Martini,,,M
 ,Marcello Mazzarella,1963,,M
 ,Marcello Prayer,1965,,M
 ,Marcello Romolo,1958,,M
 ,Marc Fiorini,1941,,M
 ,Marc Fiorini,1941,,M
 ,Marc Fitoussi,1976,,M
 ,Marc Fouchard,,,M
 ,Marcia Gay Harden,1959,,F
,Marcia Warren,1943,,F
,Marco Albrecht,1965,,M
 ,Marc Lavoine,1962,,M
,Marc Munden,,,M
,Marc Muñoz,,,M
 ,Marco Bellocchio,1939,,M
 ,Marco Bocci,1978,,M
 ,Marco Capretti,1968,,M
 ,Marco D'Amore,1981,,M
 ,Marco Demurtas,1973,,M
,Marco Gadge,1971,,M
 ,Marco Giallini,1963,,M
 ,Marco Giusti,1953,,M
,Marco Kreuzpaintner,1977,,M
,Marco La Via,1990,,M
,Marco Lledó Escartín,1984,,M
,Marco Lorenzini,1950,,M
 ,Marco Manetti,1968,,M
 ,Marco Melluso,,,M
 ,Marco Messeri,1948,,M
 ,Marco Paolini,1956,,M
 ,Marco Pollini,1973,,M
 ,Marco Ponti,1967,,M
 ,Marco Renda,1984,,M
 ,Marco Riccomini,1961,,M
 ,Marco Risi,1951,,M
 ,Marco Salom,1968,,M
 ,Marco Zarrelli,,,M
,Marcos Cabotá,1981,,M
,Marcus Calvin,1965,,M
,Marcus H. Rosenmüller,1973,,M
,Marcus Harben,,,M
,Marcus Lenz,1969,,M
,Marcus Morlinghaus,1965,,M
,Marcus Richardt,1974,,M
,Marcus Vetter,1967,,M
,Mareike Wegener,,,F
,Mareille Klein,1979,,F
,Maren Kroymann,1949,,F
 ,Marco Scotuzzi,1983,,M
 ,Marco Tullio Giordana,1950,,M
 ,Marco Zangardi,1962,,M
 ,Marc Parmentier,1959,,M
 ,Marc Perrone,1951,,M
,Marc Pierret,1929,2017,M
,Marc Pierschel,1978,,M
,Marc Prin,1966,,M
,Marc Rapilly,,,M
,Marc Recha,1970,,M
,Marc Romero,1977,,M
,Marc Rothemund,1968,,M
 ,Marescotti Ruspoli,1978,,M
,Marga Arnau,,,F
,Marga Castells,,,F
,Margarete Tiesel,1959,,F
,Margarethe von Trotta,1942,,F
,Margarita Broich,1960,,F
,Margarita Cadenas,,,F
 ,Margarita Rosa de Francisco,1965,,F
,Margarita Xhepa,1932,,F
 ,Margherita Buy,1962,,F
 ,Margherita Fumero,1947,,F
,Margit Földessy,1946,,F
,Margit Hertelendy,1925,2021,F
,Margot Flügel-Anhalt,1953,,F
,Margy Kinmonth,1953,,F
,Mari Carmen Valiente,,,F
,Mari Csomós,1943,2023,F
,Mari Nagy,1961,,F
,María Alfonsa Rosso,,,F
,Maria Bachmann,1964,,F
,María Barranco,1961,,F
,María Bayo,1961,,F
,Maria Bill,1948,,F
,Maria Binder,,,F
,María Cabrera,1954,,F
,María Cristina Lozada,1942,,F
 ,Maria Del Monte,1945,2022,F
 ,Maria de Medeiros,1965,,F
 ,Maria Di Biase,1971,,F
,María Elorza,1988,,F
,Maria Furtwängler,1966,,F
 ,Maria Grazia Cucinotta,1968,,F
,Maria Happel,1962,,F
,Maria Hofstätter,1964,,F
,María Isabel Díaz Lago,1964,,F
,María Jesús Hoyos,1946,,F
,María Jesús Sirvent,,,F
,María José Alfonso,1940,,F
,María José Goyanes,1948,,F
,Maria Junghiețu,1956,,F
 ,Maria Luisa Bellocchio,,,F
,María Luisa Lara,1944,,F
,María Luisa Merlo,1941,,F
,María Luisa Pujol,,,F
,María Luisa Solá,1939,,F
,María Martín,1931,2014,F
 ,Maria Sole Tognazzi,1971,,F
,Maria Speth,1967,,F
,María Teresa Fernández de la Vega Sanz,1949,,F
,Mária Varga,1963,,F
,María Victoria Paniagua,,,
,Marian Crișan,1976,,M
,Marian Negrescu,1958,,M
,Marian Râlea,1957,,M
,Mariana Carballal,1962,,F
,Mariana Cordero,1949,,F
 ,Marianne Basler,1964,,F
 ,Marianne Denicourt,1966,,F
,Marianne Faithfull,1946,,F
 ,Marianne Garcia,1955,2022,F
,Marianne Jean-Baptiste,1967,,F
,Marianne Sägebrecht,1945,,F
,Mariano Barroso,1959,,M
,Mariano Cohn,1975,,M
,Mariano Llorente,1965,,M
,Mariano Ozores,1926,,M
,Mariano Peña,1960,,M
,Mariano Rajoy,1955,,M
 ,Mariano Rigillo,1939,,M
,Mariano Venancio,1947,,M
,Maribel Martín,1954,,F
,Maribel Salas,1965,,F
 ,Maria Pacôme,1923,,F
 ,Maria Paiato,1961,,F
 ,Maria Pia Di Meo,1939,,F
,Maria Ploae,1951,,F
,María Ripoll,1964,,F
 ,Maria Rosaria Alati,,,F
 ,Maria Schneider,1952,2011,F
 ,Marie-Ange Gorbanevsky,,,F
 ,Marie-Anne Chazel,1951,,F
,Marie-Bénédicte Roy,1958,,F
 ,Marie Berto,1960,,F
 ,Marie Bunel,1961,,F
 ,Marie Bunel,1961,,F
 ,Marie-Castille Mention-Schaar,1963,,F
 ,Marie-Christine Adam,1950,,F
 ,Marie-Christine Barrault,1944,,F
,Marie-Christine Darah,1954,,F
 ,Marie-Christine Laznik,1947,,F
 ,Marie-Christine Orry,1959,,F
 ,Marie Clémence Andriamonta-Paes,1959,,F
 ,Marie France,1946,,F
 ,Marie-France Mignal,1940,,F
 ,Marie-France Pisier,1944,,F
 ,Marie-France Santon,1942,,F
 ,Marie Frapin,,,F
,Marie Garel-Weiss,,,F
,Marie Goyette,1959,,F
 ,Marie-Hélène Lentini,1961,,F
,Marie-Jo Khojandi,,,F
,Marie-José Tubiana,1930,,F
,Marie-Luise Marjan,1940,,F
 ,Marie Laforêt,1939,,F
 ,Marie Matheron,1959,,F
,Marie Monge,1987,,F
,Marie Noëlle,1979,,F
 ,Marie-Monique Robin,1960,,F
 ,Marie-Pierre Casey,1937,,F
 ,Marie Pillet,1941,,F
,Marie Reich,1979,,F
 ,Marie Rivière,1956,,F
 ,Marie-Sophie Chambon,,,F
,Marika Vibik,1965,,F
,Mariko Minoguchi,1988,,F
 ,Marie Vincent,1955,,F
,Marie Wilke,1974,,F
 ,Marilou Berry,1983,,F
 ,Marilú Marini,1945,,F
,Marilyn Edmond,,,F
,Marilyn Jess,1959,,F
 ,Marilyne Canto,1961,,F
,Marina Abramović,1946,,F
 ,Marina Cicogna,1934,2023,F
 ,Marina Confalone,1951,,F
 ,Marina Foïs,1970,,F
,Marina Seresesky,1969,,F
 ,Marina Suma,1959,,M
,Marina Tomé,1959,,F
 ,Marine Allard,,,F
,Mario Adorf,1930,,M
,Mario Alarcón,1945,,M
,Mario Camus,1935,2021,M
,Mario Casas,1986,,M
 ,Mario Tronco,1962,,M
,Mario Vargas Llosa,1936,,M
,Mărioara Sterian,1953,,F
,Marion Alessandra Becker,1963,,F
,Marion Bailey,1951,,F
,Marion Brasch,1961,,F
 ,Mario Chiavalin,1963,,M
,Mario Gas,1947,,M
 ,Mario Martone,1959,,M
,Mario Mentrup,1965,,M
,Mario Pardo,1944,,M
 ,Marion Laine,,,F
 ,Marion Lippmann,,,F
,Marion Mitterhammer,1965,,F
,Marion Vernoux,1966,,F
 ,Mario Parruccini,1974,,M
 ,Mario Piredda,1980,,M
 ,Mario Porfito,1956,,M
 ,Mario Pupella,1945,2023,M
,Mario Schneider,1970,,M
 ,Marisa Berenson,1947,,F
 ,Marisa Borini,1930,,F
 ,Marisa Laurito,1951,,F
 ,Marisa Paredes,1946,,F
 ,Marisa Tomei,1964,,F
,Marisa Vallejo,,,F
 ,Marisa Vallone,1984,,F
,Marisol Ayuso,1943,,F
,Marisol Carnicero,1950,,F
,Marita Breuer,1953,,F
,Marita Stocker,,,
,Marius Bodochi,1959,,M
,Marius Müller-Westernhagen,1948,,M
,Marius Olteanu,1979,,M
,Marius Oprea,1964,,M
,Marius Th. Barna,1960,,M
,Márk Bodzsár,1983,,M
,Mark Forstater,1943,,M
,Mark Gatiss,1966,,M
,Mark Gillis,,,M
,Mark Hughes,1963,,M
,Mark J.T. Griffins,,,M
,Mark Jenkin,1976,,M
,Mark Knopfler,1949,,
,Mark Lewis Jones,1964,,M
,Mark Penfold,,,M
,Mark Rylance,1960,,M
,Mark Schlichter,1962,,M
,Mark Strong,1963,,M
,Mark Tandy,1957,,M
,Mark Wingett,1961,,M
 ,Marta Savina,1989,,F
,Marta Sentís,1949,,M
,Márta Szabó,1970,,F
,Marten Persiel,1974,,M
,Martha Pinson,,,F
,Marthe Cohn,1920,,F
 ,Marthe Keller,1945,,F
 ,Marthe Villalonga,1932,,F
,Martin Adams,1956,,M
,Martin Armknecht,1962,,M
,Martin Bentz,1961,,M
 ,Martin Provost,1957,,M
,Martín Rosete,1980,,M
,Martin Schreier,1980,,M
,Martin Semmelrogge,1955,,M
,Martin Shaw,1945,,M
,Martin Umbach,1956,,M
,Martin Wuttke,1962,,M
,Martina Eitner-Acheampong,1960,,F
,Martina Gedeck,1961,,F
,Martina McClements,,,F
,Martina Sakova,1976,,F
,Martina Spitzer,1962,,F
 ,Martin Bourboulon,1979,,M
,Martin Brambach,1967,,M
,Martin Busker,1980,,M
,Martín Cuervo,1987,,M
,Martin Edwards,1945,,M
,Martin Farkas,1964,,M
,Martin Gore,1961,,M
,Martin Gressmann,1953,,M
,Martin Herdman,1956,,M
,Martin Indyk,1951,,M
,Martin Keown,1966,,M
 ,Martine Bouquin,,,F
 ,Martine Chevallier,1949,,F
,Martine Deyres,1942,,F
 ,Martine Erhel,,,F
 ,Martine Irzenski,1961,,F
 ,Martine Sarcey,1928,,F
,Martine Schambacher,,,F
,Martine Vandevile,1955,,F
,Martirio,1954,,F
,Martxelo Rubio,1966,,M
,Marvin Litwak,1986,,M
,Mary Bauermeister,1934,2023,F
 ,Martin Lamotte,1947,,M
,Martin Margiela,1957,,M
,Martin McDonagh,1970,,M
,Martin Muncaster,1934,2024,M
,Martin Owen,,,M
 ,Mary-Noël Niba,,,F
,Maryam Boobani,1953,,F
 ,Mary Cipolla,,,F
,Mary E. Power,1949,,F
,Mary McCusker,,,F
,Mary Pat Gleason,1950,2020,F
,Mary Paz Pondal,1942,,F
 ,Mary Steenburgen,1953,,F
,Mary Wilson,1944,2021,F
,Mary Woodvine,1967,,F
,Mary-Louise Parker,1964,,F
 ,Marzia Ubaldi,1938,2023,F
,Marzieh Alivirdi,1960,,F
 ,Marzio Honorato,1948,,M
,Massiel,1947,,F
 ,Massimiliano Bruno,1970,,M
 ,Massimiliano Buzzanca,1963,,M
 ,Massimiliano Medda,1964,,M
 ,Massimiliano Pazzaglia,1962,,M
 ,Massimo Boldi,1945,,M
 ,Massimo Bonetti,1951,,M
 ,Massimo Cappelli,1966,,M
 ,Massimo Ceccherini,1965,,M
 ,Massimo Dapporto,1945,,M
 ,Massimo De Francovich,1936,,M
 ,Massimo De Francovich,1936,,M
,Massimo De Lorenzo,1968,,M
 ,Massimo De Rossi,1956,,M
 ,Massimo Donati,,,M
 ,Massimo Ghini,1954,,M
 ,Massimo Ghini,1954,,M
 ,Massimo Lopez,1952,,M
 ,Massimo Olcese,1957,,M
 ,Massimo Paolucci,1959,,M
 ,Massimo Popolizio,1961,,M
 ,Massimo Ranieri,1951,,M
 ,Massimo Spano,1955,,M
 ,Massimo Venier,1967,,M
 ,Massimo Wertmüller,1956,,M
,Massud Rahnama,1953,,M
,Mat Fraser,1962,,M
 ,Mata Amritanandamayi,1953,,F
,Matanat Atakishiyeva,1962,,M
,Máté Fazekas,,,M
,Matei Dima,1987,,M
,Mathias Herrmann,1962,,M
 ,Mathias Malzieu,1974,,M
,Mathias Max Herrmann,1966,,M
 ,Mathias Mlekuz,1966,,M
 ,Mathias Pardo,1987,,M
 ,Mathieu Amalric,1965,,M
 ,Mathieu Carrière,1950,,M
 ,Mathieu Gérault,,,M
 ,Mathieu Kassovitz,1967,,M
,Mathieu Sapin,1974,,M
,Mathieu Turi,1987,,M
 ,Mathilda May,1965,,F
 ,Mathilde Seigner,1968,,F
,Matías Díaz Padrón,1935,2022,M
,Matilde Fluixá,,,F
,Matilde Muñiz,,,F
 ,Mats Grorud,1976,,M
,Matt Dillon,1964,,M
,Matt Gambell,1993,,M
,Matt Hodgson,,,M
 ,Matteo Gagliardi,1983,,M
 ,Matteo Garrone,1968,,M
 ,Matteo Martinez,,,M
 ,Matteo Pianezzi,1987,,M
 ,Matteo Vicino,1972,,M
,Matthew Bauer,,,M
,Matthew Burton,1949,,M
,Matthew Dyas,,,M
,Matthew Holness,1975,,M
,Matthew Marsh,1954,,M
,Matthew Modine,1959,,M
,Matthew Vaughn,1971,,M
,Matthew Warchus,1966,,M
,Matthias Brandt,1961,,M
,Matthias Breitenbach,1963,,M
,Matthias Brenner,1957,,M
,Matthias Bundschuh,1966,,M
,Matthias Habich,1940,,M
,Matthias Harder,1965,,M
,Matthias Hues,1959,,M
,Matthias Hummitzsch,1949,,M
,Matthias Kostya,1964,,M
,Matthias Kupfer,1963,,M
,Matthias Neukirch,1963,,M
,Matthias Schullan,1965,,M
,Matthias Seifert,,,M
 ,Matthieu Delaporte,1971,,M
,Matti Klemm,1975,,M
 ,Mattia Sbragia,1952,,M
,Mátyás Dráfi,1942,,M
,Maurane,1960,2018,F
 ,Maureen Lipman,1946,,F
 ,Maurice Aufair,1932,,M
 ,Maurice Bénichou,1943,,M
,Maurice Byrne,,,M
 ,Maurice Chevit,1923,,M
 ,Maurice Garrel,1923,,M
,Maurice MacGowan,,,M
 ,Maurice Risch,1943,,M
,Maurizio Amati,1944,,M
 ,Maurizio Battista,1957,,M
 ,Maurizio Casagrande,1961,,M
,Maurizio De Angelis,1947,,M
 ,Maurizio De Giovanni,1958,,M
 ,Maurizio Donadoni,1958,,M
 ,Maurizio Gigola,,,M
,Maurizio Marchetti,1953,,M
 ,Maurizio Mattioli,1950,,M
 ,Maurizio Micheli,1947,,M
 ,Maurizio Nichetti,1948,,M
 ,Maurizio Soldà,1951,,M
 ,Maurizio Turone,1948,,M
 ,Maurizio Zaccaro,1952,,M
 ,Maurizio Zacchigna,1958,,M
 ,Mauro Mancini,1978,,M
,Mauro Marino,1958,,M
 ,Mauro Negri,1964,,M
,Maverick Quek,1963,,M
 ,Max Cavallari,1963,,M
,Max Fey,1979,,M
 ,Maxence Tual,,,M
,Maxi Rodríguez,1965,,M
,Maxie Peters,,,M
 ,Max Gazzè,1967,,M
 ,Max Giusti,1968,,M
,Max Gleschinski,1993,,M
,Max Herbrechter,1958,,M
,Max Lemcke,1966,,M
,Max Linz,1984,,M
,Max Mosley,1940,2021,M
,Max Schmidt,1968,,M
 ,Maxime Govare,1980,,M
 ,Maxime Matray,1973,,M
 ,Maxime Roy,,,M
 ,Maximiliano Hernando Bruno,1977,,M
,Maximiliano Márquez,1935,,M
,Máximo Pradera,1958,,M
,Máximo Valverde,1944,,M
,Mayka Braña,1968,,F
,Mbissine Thérèse Diop,1949,,F
 ,Max Tortora,1963,,M
 ,Max von Sydow,1929,2020,M
 ,Med Hondo,1936,,M
,Meera Syal,1961,,F
,Meg Leonard,,,F
,Mehdi Ben Attia,1968,,M
,Mehdi Senoussi,1984,,M
,Meike Hoffmann,1962,,F
 ,Mel Gibson,1956,,M
,Mela Casal,1948,,F
 ,Mélanie Auffret,,,F
,Melanie Kilburn,1956,,F
,Melanie Liebheit,1973,,F
,Melanie Lischker,1983,,F
,Melanie Walters,1962,,F
 ,Méliane Marcaggi,1978,,F
 ,Mélissa Drigeard,,,F
 ,Memo Remigi,1938,,M
,Meral Perin,1965,,F
,Mercedes Hoyos,1964,,F
,Mercedes López de Luzuriaga,1927,2023,F
,Mercedes Sampietro,1947,,F
,Meritxell Colell,1983,,F
,Meryem Benm'Barek-Aloïsi,1984,,F
,Meryl Griffiths,,,F
,Meteora Fontana,1958,,F
,Mette Rank-Tange,,,F
 ,Mia Hansen-Løve,1981,,F
,Mia Maariel Meyer,1981,,F
 ,Micaela Ramazzotti,1979,,F
,Michael Abendroth,1948,,M
,Michael Baran,1963,,M
,Michael Benthin,1958,,M
,Michael Bott,1954,,M
,Michael Brandner,1951,,M
,Michael Brandon,1945,,M
,Michael Breitkopf,1964,,M
,Michael Busse,1956,,M
,Michael Byrne,1943,,M
,Michael Caine,1933,,M
,Michael Carter,1947,,M
 ,Michaël Youn,1973,,M
,Michaela Caspar,1960,,F
,Michaela May,1952,,F
 ,Michael Cimino,1939,2016,M
,Michael Cochrane,1947,,M
,Michael Culkin,1954,,M
,Michael D. Higgins,1941,,M
 ,Michaël Dacheux,1978,,M
,Michael Degen,1932,2022,M
,Michael Douglas,1944,,M
 ,Michael Dweck,1957,,M
,Michael Edelson,1944,,M
,Michael Ekbladh,,,M
,Michael Elwyn,1942,,M
,Michael Engler,,,M
,Michael Gambon,1940,2023,M
,Michael Gempart,1934,2023,M
,Michael Giles,1942,,M
,Michael Goldberg,1959,,M
 ,Michael Gorevoï,1959,,M
,Michael Gould,1961,,M
,Michael Grandage,1962,,M
,Michael Gwisdek,1942,2020,M
,Michael Haneke,1942,,M
,Michael Hanemann,1945,,M
,Michael Herbig,1968,,M
,Michael Hewitt,,,M
,Michael Ironside,1950,,M
,Michael Keller,1964,,M
,Michael Kleiber,1960,,M
,Michael Krüger,1943,,M
,Michael Krummenacher,1985,,M
 ,Michael Lonsdale,1931,,M
,Michael Lott,1964,,M
 ,Michael Madsen,1957,,M
,Michael Maertens,1963,,M
,Michael Maloney,1957,,M
,Michael McElhatton,1963,,M
,Michael McKell,1959,,M
,Michael P. Aust,1965,,M
,Michael Palin,1943,,M
,Michael Paré,1958,,M
,Michael Potts,1962,,M
,Michael Schenk,1965,,M
,Michael Shevloff,,,M
,Michael Sideris,1964,,M
,Michael Smiley,1963,,M
,Michael St. Michaels,1944,,M
,Michael Sturminger,1963,,M
,Michael Thomas,1962,,M
,Michael Tregor,1950,,M
,Michael Trischan,1961,,M
 ,Michael Winterbottom,1961,,M
,Michael Wittenborn,1953,,M
,Michael Wright,,,M
 ,Michale Boganim,1977,,F
 ,Michela Andreozzi,1967,,F
 ,Michela Cescon,1971,,F
 ,Michelangelo Frammartino,1968,,M
 ,Michel Aumont,1936,,M
 ,Michel Blanc,1952,2024,M
 ,Michel Bompoil,1959,,M
 ,Michel Boujenah,1952,,M
 ,Michel Bouquet,1925,,M
 ,Michel Charrel,1936,,M
 ,Michel Crémadès,1955,,M
 ,Michel Cymes,1957,,M
 ,Michel Denisot,1945,,M
,Michel Drenthe,1962,,M
 ,Michel Drucker,1942,,M
 ,Michel Duchaussoy,1938,,M
 ,Michèle Bernier,1956,,F
 ,Michele Di Mauro,1960,,M
,Michele Dotrice,1948,,F
 ,Michele Foresta,1961,,M
 ,Michèle Laroque,1960,,F
 ,Michel Elias,1948,,M
 ,Michele Mally,,,M
 ,Michele Mirabella,1943,,M
 ,Michèle Moretti,1940,,F
 ,Michele Placido,1946,,M
 ,Michele Riondino,1979,,M
 ,Michele Rovini,1966,,M
,Michele Soavi,1957,,M
 ,Michele Vannucci,1987,,M
 ,Michel Fau,1964,,M
 ,Michel Favory,1940,,M
,Michel Forst,1950,,M
 ,Michel Galabru,1922,,M
 ,Michel Gohou,1963,,M
 ,Michel Hazanavicius,1967,,M
 ,Michel Houellebecq,1956,,M
 ,Micheline Presle,1922,2024,F
,Michelle Collins,1962,,F
 ,Michel Jonasz,1947,,M
 ,Michel Leclerc,1965,,M
 ,Michel Leeb,1947,,M
 ,Michelle Fairley,1963,,F
,Michelle Margetts,1964,,F
 ,Michelle Marquais,1926,,F
 ,Michelle Pfeiffer,1958,,F
,Michelle Yeoh,1962,,F
,Mick Harvey,1958,,M
,Mick Jagger,1943,,M
,Mick Jones,1955,,M
,Mickey Rourke,1952,,M
,Micky Molina,1963,,M
,Miglen Mirtchev,1953,,M
,Mignon Remé,1966,,F
,Miguel Alexandre,1968,,M
,Miguel Ángel Calvo Buttini,,,M
,Miguel Ángel Jenner,1952,,M
,Miguel Ángel Jiménez,1979,,M
,Miguel Ángel Muñoz,1983,,M
,Miguel Ángel Solá,1950,,M
,Miguel Ángel Tirado,1949,,M
,Miguel Ángel Tobías,1968,,M
,Miguel Ángel Vivas,1974,,M
,Miguel Berzal de Miguel,,,M
,Miguel Borines,1959,,M
,Miguel Cárdenas,,,M
,Miguel Ferrari,1963,,M
,Miguel Guardiola,1958,,M
,Miquel Insúa,1961,,M
,Miguel Marías,1947,,M
,Miguel Martí,1971,,M
,Miguel Piñeiro,,,M
,Miguel Rellán,1943,,M
,Miguel Riaño Roa,1989,,M
,Miguel Ríos,1944,,M
,Miguel Soto,,,M
 ,Michel Lerousseau,1949,,M
 ,Michel Masiero,,,M
 ,Michel Munz,1961,,M
 ,Michel Ocelot,1943,,M
 ,Michel Piccoli,1925,2020,M
 ,Michel Pinçon-Charlot,1942,2022,M
 ,Michel Robin,1930,2020,M
 ,Michel Serrault,1928,2007,M
 ,Michel Subor,1935,,M
 ,Michel Vuillermoz,1962,,M
 ,Michel Warschawski,1949,,M
 ,Miguel-Ange Sarmiento,,,M
,Miguelo García,,,M
,Mihaela Mihai,,,F
,Mihaela Miroiu,1955,,F
,Mihaela Popescu,,,F
,Mihai Călin,1968,,M
,Mihai Constantinescu,,,M
,Mihai Dinvale,1950,,M
,Mihai Mălaimare,1950,,M
,Mihai Sofronea,,,M
,Mihály Schwechtje,1978,,M
,Mihály Sipos,1958,,M
,Mihály Víg,1957,,M
 ,Mika Gianotti,,,F
,Mike Christie,,,M
,Mike Davies,1960,,M
,Mike Edmonds,1944,,M
,Mike Figgis,1948,,M
,Mike Marzuk,1969,,M
,Mike Newell,1942,,M
,Mike Phelan,1962,,M
,Mike Pickering,1958,,M
,Mike Schaerer,1975,,M
,Mikel Laskurain,1965,,M
,Mikey Murray,,,M
 ,Mikhaël Hers,1975,,M
,Mikhail Gorbachev,1931,2022,M
,Mikhail Voloshin,1953,2020,M
,Miki Manojlović,1950,,M
,Mikis Theodorakis,1925,2021,M
 ,Milena Vukotic,1935,,F
,Millán Salcedo,1954,,M
,Milorad Kristić,1952,,M
 ,Milvia Marigliano,1956,,F
,Mimi Hillairet,,,F
,Mimi Maynard,1949,,F
,Mimis Ravanis,,,M
 ,Mimma Lovoi,1963,,F
 ,Mimmo Calopresti,1955,,M
 ,Mimmo Mancini,1960,,M
 ,Mimmo Mignemi,1956,,M
 ,Mimmo Paladino,1948,,M
 ,Mimmo Verdesca,1979,,M
,Minnie Marx,1948,,F
,Mioara Ifrim,1960,,F
,Miodrag Mladenović,,,M
 ,Miou-Miou,1950,,F
 ,Mipo Oh,1977,,F
,Miquel Barceló,1957,,M
,Miquel Gelabert,1954,,M
,Miquel Insúa,1961,,M
,Miranda Richardson,1958,,F
,Mircea Andreescu,1939,,M
,Mircea Baniciu,1949,,M
,Mircea Bibac,1949,,M
,Mircea Rusu,1954,,M
,Mireia Ros,1956,,F
,Mireia Sentís,1947,,F
 ,Mireille Perrier,1959,,F
,Mirela Gorea,1953,,F
,Miriam Bliese,1978,,F
,Miriam Díaz Aroca,1962,,M
,Miriam Margolyes,1941,,F
 ,Mirko Artuso,1966,,M
 ,Mirko Locatelli,1974,,M
 ,Mohamed Djouhri,1950,2020,M
,Mohamed Fellag,1950,,M
 ,Mohamed Hamidi,1972,,M
,Mohammad Ahmad,1957,,M
,Mohammad-Ali Behboudi,1956,,M
 ,Mohammed Lakhdar-Hamina,1934,,M
,Moin Hussain,1992,,M
,Moisés Salama,1953,,M
,Molly Dineen,1959,,F
 ,Mona Achache,1981,,F
,Mona Nicoară,,,F
,Moni Bordeianu,1948,2024,M
 ,Monica Assante,,,F
 ,Monica Bellucci,1964,,F
 ,Monica Dugo,1969,,F
 ,Monica Guerritore,1958,,F
,Mónica Randall,1942,,F
 ,Monica Scattini,1956,2015,F
,Monica Solem,,,F
,Monica Stan,1992,,F
,Monica von Rosen Nestler,1943,,F
,Monika Agler,1973,,F
,Monika Baumgartner,1951,,F
 ,Monika Borgmann,1963,,F
,Monika Gutte,,,F
,Monika Manz,1947,,F
,Monika Steinmetz,1960,,F
,Monika Treut,1954,,F
 ,Monique Chaumette,1927,,F
,Monique Chemillier-Gendreau,1935,,F
 ,Monique Pinçon-Charlot,1946,,F
,Monique Reuter,1957,,F
 ,Monique Schneider,1936,,M
,Montse Bodas,,,F
,Montse Ribadellas,,,F
,Montxo Armendáriz,1949,,M
,Monty Arnold,1967,,M
 ,More Raca,1991,,F
 ,Morgan Freeman,1937,,M
,Morgan Matthews,,,M
,Morgan Spillemaecker,1976,,M
,Moritz Bleibtreu,1971,,M
,Morten Harket,1959,,M
 ,Mouloud Achour,1980,,M
 ,Moussa Maaskri,1962,,M
,Murali Vidhyadharan,,,M
 ,Murielle Magellan,1967,,F
,Murray McArthur,1966,,M
,Murray Melvin,1932,2023,M
,Musaab Mustafa,,,M
 ,Muriel Robin,1955,,F
 ,Mylène Demongeot,1935,,F
 ,Mylène Farmer,1961,,F
,Myra McFayden,,,F
 ,Myriam Boyer,1948,,F
,Nacho Cano,1963,,M
,Nacho G. Velilla,1967,,M
,Nacho Marraco,,,M
,Nacho Serapio,1977,,M
 ,Nadav Lapid,1975,,M
 ,Nadège Loiseau,1977,,F
 ,Nadège Trebal,1976,,F
 ,Nadia Barentin,1936,,F
 ,Nadia Kozlowski Bourgade,,,F
,Nadine Heinze,1980,,F
,Nae Alexandru,1971,,M
 ,Naël Marandin,1980,,M
 ,Nafsika Guerry-Karamaounas,,,F
,Nahuel Lopez,1978,,M
 ,Nana Mouskouri,1934,,F
,Nana Neul,1974,,F
 ,Nancy Brilli,1964,,F
,Nancy Camaldo,1992,,F
,Nancy Ozelli,,,F
,Nando Martínez,1991,,M
 ,Nando Paone,1956,,M
,Nándor Holl,1963,,M
,Nándor Lőrincz,1986,,M
,Nannette Klatt,,,F
 ,Nanni Moretti,1953,,M
 ,Nanou Garcia,1958,,F
 ,Nans Thomassey,1986,,M
,Nap Toader,1969,,M
